Location,Price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15
"Bhujbal Knowledge City, Adgaon,Nashik",1240000,3,1.5,1670,3852,2,1670,0,1928,0,2320,4572
"Gopal sankul Row Bungalow,Nashik Road, Nashik",875000,2,2.5,2720,4913,1,1700,1020,1936,0,2520,5303
"Upenda nager opp symbiosis College,Upendra Nagar Colony, Nashik",320000,4,1.5,2220,6811,1,1270,950,1961,0,1800,7350
"Konark Nagar, Nashik",810000,3,1.5,1520,9041,1,1520,0,1954,0,3260,10020
"Makhmalabad, Nashik",274000,3,1.75,1590,7620,1,1090,500,1984,0,1590,7620
"ganjay Row bungalow Tarvalanagar Ganjaya Row Bungalow Nashik siwar ,Tarwala Nagar, Nashik",239900,4,1.75,1480,9523,1,1120,360,1959,0,1590,8300
"Bhagur Rural, Nashik",450000,4,1.5,1860,7808,1,1080,780,1953,0,1530,7884
"Small house,Cidco, Nashik",263400,4,2,1360,60548,1,960,400,1960,0,1930,28800
"Nashik Road, Nashik",265000,3,1,1360,5967,1,1360,0,1954,0,1360,6052
"Makhmalabad, Nashik",418000,4,3,2360,6250,1,1460,900,1960,0,2500,6250
"Garden view Row bunglow,Amrutdham, Nashik",390000,3,2,2360,5737,2,2360,0,2003,0,1600,9163
"Ambedkar Nagar, Chunchale,Nashik",430000,3,2,1860,7500,1,930,930,1909,1950,1000,5000
"Srinivas Colony, Uttara Nagar,Nashik",1440000,3,2.25,2630,9705,2.5,2630,0,1987,0,2640,14284
"Sai Laxmi,Gayakhe Colony, Nashik Road,Nashik",297000,2,1.75,1280,37373,1,1280,0,1996,0,2180,48351
"Kala Nagar, Indira Nagar,Nashik",650000,4,2.25,2330,7220,2,1600,730,1988,0,2220,9100
"Gulmohar Vihar, Satpur,Nashik",195000,2,1,720,18000,1,720,0,1950,0,1250,7925
"Pranav Heights, Sri Ram Nagar, Konark Nagar,Nashik",554000,3,3.5,3380,108900,2,2700,680,1999,0,2250,130680
"Damodar Nagar, Pathardi Phata,Nashik",550000,3,2,3650,843309,2,3650,0,1991,0,1870,273992
"guGOKULDHM PHASE 1,Vrindavan Nagar, Nashik",700000,3,1.75,1640,4590,1.5,1640,0,1951,0,1760,5100
"Sriram nager,Panchavati, Nashik",300000,4,1,1730,177657,1.5,1730,0,1948,0,1400,45175
"Deepak kardak ,Kalpataru Nagar, Nashik",315000,2,1,1030,8576,1.5,1030,0,1952,0,1310,8504
"sainagar row houses,Gandhi Nagar Airport Area, Deolali Gaon,Nashik",603000,3,1,1790,5250,1,1400,390,1943,0,1790,5250
"Sadguru Nagar RowHouse ,Sadguru Nagar, Nashik",530000,2,1,840,3400,1,840,0,1924,0,2000,4000
"Kishor Nagar, Nashik",397500,3,1.75,1300,8480,1,1300,0,1969,0,1740,7280
"Prabhat Colony, Nashik",221000,3,1,1240,5250,1.5,1240,0,1904,0,1240,5250
"Rambhumi Vatika,Buddha Vihar, Pathardi Phata,Nashik",466000,4,2.25,2170,8050,1,1220,950,1976,0,1820,7700
"Shivaji Nagar, Satpur,Nashik",197500,3,1,1330,5412,2,1330,0,1905,0,1710,10825
"Cidco, Nashik",280000,3,3,1390,1080,2,1140,250,2006,0,1450,1461
"Kalptru nagar ashoka marg,Kalpataru Nagar, Nashik",412000,2,1.5,1240,3873,1,860,380,1909,0,1240,4336
"Vishnushanti banglo ,Shivaji Nagar, Satpur,Nashik",454000,2,1,880,6731,1,880,0,1950,0,1240,6731
"Patil Nagar, Nashik",540000,4,2.25,2540,228254,1,1450,1090,1990,0,1780,59241
"Sadguru Nagar, Nashik",250000,5,1.5,2520,5753,1.5,1510,1010,1928,0,1620,6875
"D'souza Colony, Nashik",900000,5,2.25,2510,35691,1,2510,0,1967,0,3160,35037
"project,Pathardi Gaon, Pathardi Phata,Nashik",245000,5,1.75,2020,7902,1,1220,800,1962,0,2220,8819
"Panchavati, Nashik",290000,3,1.75,2060,7251,1,1350,710,1987,0,1520,7582
"Uttam Nagar, Nashik",160000,2,1,930,7742,1,930,0,1933,0,2240,8723
"Ganesh row bunglow,Pathardi Phata, Nashik",1260000,2,1.5,2700,7225,1.5,1660,1040,1910,2008,2970,5150
"Uttam Nagar, Nashik",325000,2,1,1060,6050,1,940,120,1939,0,1540,5279
"Pathardi Gaon, Pathardi Phata,Nashik",185000,2,1,670,6750,1,670,0,1947,0,1700,11520
"She gajanan Row Hoses,Ayodhya Nagari, Nashik",477000,3,2,1750,4990,1,950,800,1916,0,1700,5000
"Nashik Road, Nashik",100000,2,1,930,7623,1,930,0,1942,0,1300,7641
"MHB Colony, Satpur,Nashik",345000,4,2.5,2420,11481,1,1370,1050,1985,0,2290,8985
"MHB Colony, Satpur,Nashik",530000,4,2.25,2410,14985,1,1950,460,1965,0,2510,15256
"Mahatma Nagar, Parijat Nagar,Nashik",203000,3,1,1150,7156,1,1150,0,1953,0,1210,7156
"Aryana ,Kalpataru Nagar, Nashik",599000,4,2.5,2480,5000,2,2480,0,2004,0,2410,5000
"Pathardi Gaon, Pathardi Phata,Nashik",370000,4,1,1310,6000,1.5,1310,0,1940,0,1630,6000
"Pathardi Gaon, Pathardi Phata,Nashik",140000,3,1,1240,8000,1,1040,200,1954,0,1240,8000
"Someshwar Colony, Satpur,Nashik",500000,3,1,1150,5100,2,1150,0,1911,2005,1440,5100
"Matoshree Nagar, Nashik",527200,3,1.75,1460,4000,1,730,730,1929,0,1360,4000
"Jagtap Nagar, Nashik",549900,5,2.75,3060,7015,1,1600,1460,1979,0,2190,7600
"Patil Nagar, Nashik",760000,4,2.5,3520,8095,2,3520,0,2006,0,2460,4676
"Karmaa Galaxy, Dwarka, Nashik",319000,2,1,960,4400,1,960,0,1951,0,1520,5000
"Trinity Row Bungalows,Dwarka, Nashik",362300,3,2.5,2430,15264,2,2430,0,1997,0,2260,10416
"Kala Nagar, Indira Nagar,Nashik",421000,3,2.5,1930,4505,1,1440,490,1973,0,1550,4505
"Jai Bhavani road,Adke Nagar, Nashik Road,Nashik",690000,3,1,1090,4000,1.5,1090,0,1945,0,1520,4000
"Jai Bhavani road,Gandhi Nagar Airport Area, Nashik Road,Nashik",640000,3,2.5,2790,31798,1,1650,1140,1953,0,1400,14849
"Kala Nagar, Indira Nagar,Nashik",238000,4,1.75,1650,6900,1,910,740,1978,1993,1540,7645
"Kala Nagar, Indira Nagar,Nashik",789000,3,3,3740,39640,2,3740,0,1991,0,2930,26136
"Damodar Nagar, Pathardi Phata,Nashik",1050000,6,4,5310,12741,2,3600,1710,1967,0,4190,12632
"Damodar Nagar, Pathardi Phata,Nashik",302500,3,2.5,1690,4476,2,1690,0,2008,0,2250,4488
"Gangapur, Nashik",259950,4,1.75,1400,7920,1,1400,0,1963,0,1910,7700
"Gangapur, Nashik",456000,3,1.5,1440,28516,1,1440,0,1975,0,2080,27049
"Madhuban Colony, Nashik",369950,3,2.5,1360,3718,2,1360,0,1987,0,1090,3718
"Lavate Nager, Parijat Nagar,Nashik",363750,3,1.75,1726,197326,2,1726,0,1982,0,2114,99316
"Ashtavinayak Colony, Veer Sawarkar Nagar,Nashik",585000,3,1.75,2220,216493,1,2220,0,1989,0,2900,169884
"Gangapur, Nashik",268000,3,2.5,1850,6676,2,1850,0,1986,0,1700,6663
"Pandit Colony, Nashik",1200000,5,2.5,2860,4000,2,2160,700,1910,0,1340,1224
"Ashtavinayak Colony, Veer Sawarkar Nagar,Nashik",345000,3,1,1120,10176,1,920,200,1905,0,1350,7500
"Gangapur, Nashik",539000,4,2.5,2340,19850,2,2340,0,1993,0,1930,15439
"Satpur, Nashik",851000,5,3.25,3760,9792,2,2550,1210,1984,0,2960,16500
"Gangapur, Nashik",900000,3,2.5,1920,7200,2,1780,140,1997,0,2080,5000
"Konark Nagar, Nashik",850000,3,2.5,3230,5000,2,2430,800,1945,0,1820,5000
"Pathardi Gaon, Pathardi Phata,Nashik",390000,3,1.75,1260,6500,1,1260,0,1966,0,1500,7700
"Anand Vihar Colony, Veer Sawarkar Nagar,Nashik",345000,3,1.75,1540,6909,1,920,620,1955,0,1130,6908
"Dhurav Nagar, Satpur,Nashik",534500,3,2.5,1700,3150,2,1700,0,2005,0,1700,3600
"Dhurav Nagar, Satpur,Nashik",643500,6,5.25,3600,3960,2,2400,1200,1971,0,1450,4600
"Shanker Nagar, Veer Sawarkar Nagar,Nashik",1210000,3,2.75,3150,5520,1.5,2130,1020,1925,0,3160,6200
"Jagtap Nagar, Nashik",495000,2,1.75,1280,4000,1,730,550,1929,0,2250,5382
"Ashoknagar, Satpur,Nashik",535000,2,1,980,4120,1,830,150,1950,2014,1760,4120
"Grand Vista,Vasantdadanagar, Adgaon,Nashik",435000,4,2.5,2190,6578,2,2190,0,2004,0,2190,5416
"Dhurav Nagar, Satpur,Nashik",305000,4,2,2470,1831,2,1970,500,2009,0,1310,7500
"Dhurav Nagar, Satpur,Nashik",799000,4,2.5,2590,7910,2,2590,0,2001,0,1700,7488
"Dhurav Nagar, Satpur,Nashik",700000,4,2.5,2580,15031,2,2580,0,1999,0,3030,10361
"Amrutdham, Nashik",467000,3,2.25,1270,1213,2,1040,230,2005,0,1410,1265
"Someshwar Colony, Satpur,Nashik",263000,3,1,1250,7560,1,1250,0,1959,0,1270,7615
"Sinnar Taluka, Nashik",760000,4,2.5,4660,7157,2,3020,1640,2003,0,3300,7047
"Nashik Road, Nashik",293000,4,2.5,2019,4435,2,2019,0,2008,0,1950,4800
"Chetana Nagar, Rane Nagar,Nashik",245000,3,2,1490,7929,1,1490,0,1989,0,1650,7929
"Police society,Balram Nagar, Nashik",181000,2,1.5,1560,10807,1,1560,0,1949,0,1660,196591
"Jai Bhavani road,Adke Nagar, Nashik Road,Nashik",240000,3,1,1030,15264,1,1030,0,1962,0,1430,14840
"Chanakya Nagar, Khutwad Nagar,Nashik",880000,4,2.75,2560,7961,1,1450,1110,1975,0,2500,9009
"Makhmalabad, Nashik",285000,3,2,1460,6377,1,1460,0,1995,0,1600,6250
"Pathardi Gaon, Pathardi Phata,Nashik",407500,2,1,770,6017,1,770,0,1950,0,1670,7500
"Ashtavinayak Colony, Veer Sawarkar Nagar,Nashik",325000,4,2.5,1960,3543,2,1960,0,2004,0,2420,3646
"Akshat row banglow,Vrindavan Nagar, Nashik",405000,3,1.75,1900,10454,1,1390,510,1978,0,2000,12000
"Laxmi Nandan Coop Housing Society Ltd, Nashik Road, Nashik",291700,3,2.5,1970,4120,1.5,1230,740,1927,0,1470,4080
"Ghatkopar, Nashik",370000,3,2.5,2490,18525,2,2490,0,1995,0,1850,9516
"Chehadi,Nashik Road, Nashik",270000,3,1.5,1430,8960,1,1430,0,1953,0,1560,10125
"Prabudha Nagar, Satpur,Nashik",800000,4,2.5,2680,7200,1,1380,1300,1952,2013,1950,8520
"Kala Nagar, Indira Nagar,Nashik",626500,3,1.75,1610,3210,1,910,700,1928,0,1420,3210
"Shanker Nagar, Veer Sawarkar Nagar,Nashik",1130000,4,3.5,4300,8406,2,3580,720,1987,0,2770,10006
"Bhujbal Knowledge City, Adgaon,Nashik",399950,4,2.5,3200,7545,2,3200,0,2003,0,2840,7137
"Anand Colony, Nashik",419000,3,1.75,2140,15030,1,1570,570,1958,0,2170,15030
"Mahatma Nagar, Parijat Nagar,Nashik",1160000,4,2.5,4240,43995,2,4240,0,1989,0,3720,59522
"Nashik Road, Nashik",1410000,4,3.5,3410,10769,2,3410,0,2008,0,2650,10058
"Grand Vista,Vrindavan Nagar, Nashik",710000,4,2.75,2090,8064,2,2090,0,1967,0,1460,8400
"Sinnar Taluka, Nashik",650000,3,1,1410,4840,1,1230,180,1942,0,1410,5400
"Amrutdham, Nashik",369900,4,2.5,2820,33750,2,2820,0,1984,0,2510,36180
"Sinnar Taluka, Nashik",641000,4,2.5,2770,63118,2,2770,0,1997,0,2770,44224
"Avsar 19,Adgaon, Nashik",403000,3,1,1400,6879,1,1400,0,1951,0,1950,7400
"Omkar Nagar, Nashik",1020000,3,3.25,3620,4000,2,2730,890,2005,0,1910,5000
"Balram Nagar, Nashik",865000,4,2.5,2260,13600,1,1770,490,1974,0,2630,13995
"Wadala Gaon, Nashik",2490000,4,2.5,3440,23954,1.5,2260,1180,1931,0,4230,18723
"Patil Colony, Canada Corner,Nashik",810000,4,1,2150,3588,2,1850,300,1926,0,1950,3588
"Serene Meadows, Anandwalli Gaon,Nashik",316750,3,2.5,1256,1154,3,1256,0,2005,0,1309,1232
"Diamond,Pawar Wadi, Nashik",652500,4,2.25,2220,130244,2,2220,0,1989,0,2680,130680
"Chandshi, Nashik",360000,6,2.75,2850,15240,1,1850,1000,1962,0,2090,7620
"Chandshi, Nashik",208000,2,1,700,5100,1,700,0,1953,0,970,5811
"Ashoknagar, Satpur,Nashik",898000,4,2.5,3700,63991,2,3700,0,1992,0,3210,47215
"Nashik Road, Nashik",295000,4,1.75,1400,11934,1,1050,350,1961,0,2080,10400
"Samraat Tropicano,Gangapur, Nashik",652500,4,1.75,3130,18253,2,3130,0,1978,0,1850,12220
"Nashik Road, Nashik",560000,4,3,2170,5764,2,2170,0,1992,0,2010,5681
"Nashik Road, Nashik",280000,3,1,1020,8400,1,1020,0,1957,0,1690,8030
"Konark Nagar, Nashik",289950,3,2.5,1760,8584,1.5,1760,0,1937,0,2160,8584
"Hanuman Nagar, Nashik",397500,3,2.5,1860,44093,1,1860,0,1978,0,1900,6130
"Vrindavan Nagar, Nashik",380000,2,1,1140,75132,1,1140,0,1956,0,2570,35200
"Balram Nagar, Nashik",415900,3,2.5,1670,22703,1,1310,360,1988,0,1510,16817
"Satpur, Nashik",475000,2,1.75,1710,8645,1,1510,200,1923,0,1280,5366
"Damodar Nagar, Pathardi Phata,Nashik",125000,1,1,500,7440,1,500,0,1928,0,1350,7440
"Sharda Vihar, Nashik",238000,3,1,1470,32670,1,1020,450,1958,0,2640,24100
"Nashik Road, Nashik",296000,4,1.5,1370,9750,1,1070,300,1953,0,1540,9789
"Ganadhish row house,Ojhar, Nashik",475000,6,3,3470,117612,1.5,3470,0,1924,0,2120,17100
"Jachak nagar,Gandhi Nagar Airport Area, Deolali Gaon,Nashik",390000,3,2.25,1650,6250,1.5,1650,0,1910,0,2060,6250
"Aaditya Place,Nashik Road, Nashik",425000,3,1,1180,3750,1,1030,150,1940,0,1280,3750
"Nashik Road, Nashik",725000,6,3,3110,5000,1.5,1810,1300,1921,0,1600,4000
"Kalpataru Nagar, Nashik",605000,3,2.25,2080,12134,1,1530,550,1973,0,2320,12400
"Kalpataru Nagar, Nashik",302000,3,1,1600,1950,2,1600,0,1906,0,1310,1138
"Laxmi Square ,Rajwada Nagar, Nashik Road,Nashik",886000,3,2.25,2380,6000,2,1650,730,1931,0,2000,6000
"Laxmi Square ,Nashik Road, Nashik",540000,4,1.75,1630,6120,1,980,650,1918,0,1630,4080
"Laxmi Square Nashik road,Nashik Road, Nashik",435000,4,2.25,1910,8400,2,1910,0,1975,0,1910,8400
"Laxmi Square ,Anand Nagar, Nashik Road,Nashik",409000,4,3.25,3140,10752,2,2300,840,1992,0,1300,9920
"Laxmi vihar ,Nashik Road, Nashik",405000,3,1,1250,7280,1,1250,0,1975,0,1690,7280
"Laxmi Square ,Rajwada Nagar, Nashik Road,Nashik",560200,3,2.5,1990,3984,2,1990,0,2004,0,2320,3984
"Laxmi Vihar 2BHK Luxurious Rowbanglow ,Nashik Road, Nashik",324000,4,1.75,2110,7208,1,1170,940,1975,0,1820,7208
"Peninsula Ashok Astoria Villas, Gangapur, Nashik",390000,4,2.5,2490,8290,2,2490,0,1999,0,2690,7008
"Laxmi vihar Anand Nashik ,Nashik Road, Nashik",414000,2,1,800,5000,1,800,0,1938,0,1220,5000
"Anant Anant Laxmi Apartment B, Om Nagar, Nashik",441500,3,2.5,2360,4670,2,2360,0,1998,0,2420,5620
"Bhujbal Knowledge City, Adgaon,Nashik",375000,3,2.5,1770,5146,2,1770,0,1992,0,1230,5160
"Nashik Road, Nashik",668500,4,2.5,2710,5500,2,2710,0,1999,0,2710,6242
"Nashik Road, Nashik",540000,5,1.5,1940,10202,1.5,1940,0,1940,0,1900,8000
"Bhujbal Knowledge City, Adgaon,Nashik",1040000,4,3.25,3450,11240,2,2430,1020,1960,2001,2412,19499
"Bhujbal Knowledge City, Adgaon,Nashik",1350000,4,3.25,3440,4920,2,2520,920,2014,0,2350,5166
"Bhujbal Knowledge City, Adgaon,Nashik",758000,4,2.75,2410,9549,1,1780,630,1956,0,2090,9549
"Nashik Road, Nashik",949880,4,2.25,2290,10687,2,2290,0,1978,0,2290,10300
"Anand Vihar Colony, Veer Sawarkar Nagar,Nashik",570000,3,1,1030,4089,1.5,1030,0,1927,0,1440,4917
"Gangapur, Nashik",736000,4,2.5,2290,12047,2,2290,0,1988,0,3130,15666
"Makhmalabad, Nashik",670000,3,1.5,1490,4400,1.5,1490,0,1906,0,1560,4400
"Makhmalabad, Nashik",1130000,4,1.75,2370,8400,1,1270,1100,1949,0,2370,8400
"Ekta Ekta Greenville, Buddha Vihar, Pathardi Phata,Nashik",650000,4,2,1930,3976,1.5,1930,0,1914,0,1470,4080
"Dnyaneshwar Nagar, Pathardi Phata,Nashik",690000,2,1.75,1600,4000,1,850,750,1918,0,1860,4000
"Samraat Dream Villas, Ganesh Baba Nagar, Nashik",610000,4,2.25,2240,45738,2,2240,0,1988,0,3180,45738
"Indira Nagar, Nashik",413500,2,1,770,4000,1,770,0,1924,0,1420,5040
"rk rowhouses,Pathardi Gaon, Pathardi Phata,Nashik",765000,3,2.5,2300,9752,2,2300,0,1968,2003,2640,10764
"Cidco, Nashik",828200,4,2.75,3400,7081,2,3400,0,2001,0,3060,7081
"Bhujbal Knowledge City, Adgaon,Nashik",205000,2,1,900,4397,1,900,0,1918,0,1430,4500
"Bhujbal Knowledge City, Adgaon,Nashik",465000,3,2.5,1450,5175,1,1030,420,1995,0,1740,9250
"Kala Nagar, Indira Nagar,Nashik",556000,4,2.5,2240,5402,2,2240,0,2005,0,2240,7560
"PANCHAT PRIDE,Panchavati, Nashik",540000,4,2.5,1780,4169,2,1780,0,1994,0,1830,4164
"shree kansara mata rohouse,Prabhat Nagar, Nashik",423000,4,2.5,2320,4254,2,2320,0,2004,0,2330,4602
"smarth nager nashik,Prabhat Nagar, Nashik",375000,3,1.75,1590,14766,1,1590,0,1963,0,2040,10190
"shree Vallah house,Vrindavan Nagar, Nashik",173250,3,1,990,12696,1.5,990,0,1936,0,1260,8937
"Gayakhe Colony, Nashik Road,Nashik",599900,3,1.5,2605,12030,1,1355,1250,2003,0,1590,15242
"Konark Nagar, Nashik",646000,5,2.75,2870,4461,1,1650,1220,1976,0,1890,4196
"Kala Nagar, Indira Nagar,Nashik",1080000,5,4.75,5180,17811,2,4070,1110,2001,0,3960,15103
"Sainath agency,Pathardi Gaon, Pathardi Phata,Nashik",558000,4,2,2180,3870,1,1020,1160,1900,0,1520,2580
"Chandshi, Nashik",354000,2,1,850,5225,1,850,0,1949,0,1230,5225
"Indira Nagar, Nashik",1200000,4,4,4050,9517,2,3360,690,1990,0,3330,9436
"Chetana Nagar, Rane Nagar,Nashik",670000,4,2,2250,4200,1.5,1650,600,1909,0,1200,3360
"Arupam happy homes,Ojhar, Nashik",1130000,6,4.25,3100,9378,3,3100,0,1978,0,3270,6334
"Sindhu ro bungalow,Chandshi, Nashik",267500,2,1,1747,12250,2.5,1747,0,1948,0,1620,10300
"Indira Nagar, Nashik",299800,4,2.5,2410,4708,2,2410,0,2002,0,2517,5290
"Kishor Nagar, Nashik",430000,4,1.75,2070,9120,1,1250,820,1958,0,1650,8400
"Kala Nagar, Indira Nagar,Nashik",775000,5,1,1860,3040,1.5,1530,330,1921,0,1910,3600
"Ghatkopar, Nashik",333000,3,1,950,5214,1,830,120,1944,0,1490,7636
"Dwarka, Nashik",336000,3,2,1060,11765,1,1060,0,1951,0,1500,9151
"Swami Samarth Nagar, Nashik Road,Nashik",323000,2,1,880,1712,2,880,0,1945,0,1360,1748
"Gandhi Nagar Airport Area, Nashik Road,Nashik",575000,4,2.5,2550,56628,2,2550,0,2001,0,1870,56628
"Nashik Road, Nashik",328000,2,2.25,1550,2079,2,1550,0,2008,0,1420,1977
"Chandshi, Nashik",572500,3,1,1590,4600,1.5,1290,300,1926,0,1770,4350
"Vinayak Row Houses ,Ojhar, Nashik",600000,3,1.75,1650,5100,1,1040,610,1908,0,1540,5100
"Adhav Nagar, Nashik Road,Nashik",412000,4,3,2430,7242,2,2430,0,2003,0,2430,7242
"Raviwar Karanja, Panchavati,Nashik",827500,3,2.5,1810,7200,1,1310,500,1960,0,2050,7200
"Raviwar Karanja, Panchavati,Nashik",300000,4,2.5,2890,17349,2,2890,0,1994,0,2330,22356
"Chetana Nagar, Rane Nagar,Nashik",415000,3,2.5,1280,5040,2,1280,0,1985,0,1500,5040
"Dnyaneshwar Nagar, Pathardi Phata,Nashik",750000,7,2.75,3410,4056,1.5,2130,1280,1906,0,2510,4056
"Damodar Nagar, Pathardi Phata,Nashik",800000,3,2.75,2220,4000,2,1700,520,1914,2000,1800,4000
"Chandshi, Nashik",420000,3,1,1060,6000,1,1060,0,1954,0,1240,7874
"Ramkrishna Nagar, Makhmalabad,Nashik",266000,3,1.5,1120,8250,1,1120,0,1957,0,1320,8400
"Medage Nagar, Nashik",499000,4,2.5,2680,10590,2,2680,0,2004,0,2330,5566
"Ambedkar Nagar, Chunchale,Nashik",440000,4,1.5,1770,5750,2,1770,0,1947,0,970,5750
"Buddha Vihar, Pathardi Phata,Nashik",495000,3,2,2950,12196,2,2310,640,1918,0,2320,19844
"Adgaon, Nashik",630000,2,1.75,1260,5300,1,840,420,1951,0,1280,3000
"Deolali Gaon, Nashik",424000,3,1.75,1430,6818,1,1430,0,1972,0,1480,7210
"Mhasrul Gaon, Nashik",760000,4,2.5,2730,36183,2,2730,0,1986,0,2710,5964
"MIDC Ambad, Nashik",650000,4,3.5,3270,15704,2,2110,1160,1990,0,3020,8582
"Mhasrul Gaon, Nashik",248500,4,1.75,1720,10018,1,1720,0,1960,0,1220,10018
"Panchwati, MIDC Ambad,Nashik",379600,3,1.75,1270,12420,1,1270,0,1962,0,1560,9910
"Chandshi, Nashik",538000,4,2.5,3260,10032,1,1960,1300,1978,0,1802,7249
"Buddha Vihar, Pathardi Phata,Nashik",530000,4,2.5,2050,6360,2,2050,0,1988,0,2070,7541
"Sagar Village, Nashik",545000,4,2.25,2050,9720,2,2050,0,1967,0,2310,9680
"Balram Nagar, Nashik",925000,4,3,3580,35261,1.5,3580,0,1985,0,3540,36750
"Makhmalabad, Nashik",565000,4,2.75,1960,48787,1.5,1960,0,1983,0,1970,36425
"Buddha Vihar, Pathardi Phata,Nashik",405100,2,1,840,3522,1,840,0,1947,0,1390,4800
"Amrutdham, Nashik",502000,3,1.75,1300,8800,1,1300,0,1963,0,1350,8800
"Asha Nagar, Nashik",425000,3,2.25,1260,3000,2,1260,0,2003,0,1630,3042
"Ghatkopar, Nashik",233500,3,2.25,1650,2958,2,1650,0,1985,0,1510,3788
"MIDC Ambad, Nashik",287000,3,2.5,1710,10341,2,1710,0,1986,0,1830,9358
"Ganesh Baba Nagar, Nashik",190000,3,1,1180,8775,1,1180,0,1966,0,1300,8100
"Ojhar, Nashik",666000,3,2.25,2780,31510,2,2780,0,1979,0,2890,36400
"Sagar Village, Nashik",330000,2,1,950,3090,1,950,0,1909,0,1230,4120
", Nashik",1490000,5,3.5,3620,7821,2,2790,830,1958,2010,2690,9757
"Aditya Apartment ,Swami Samarth Nagar, Nashik Road,Nashik",393000,3,2.25,2140,10256,2,2140,0,1987,0,2040,11717
"Vasant Bahar,Pathardi Gaon, Pathardi Phata,Nashik",353000,4,2.75,1920,4627,1,1010,910,1998,0,1910,7210
"Madhuban Colony, Nashik",260000,2,1,750,6720,1,750,0,1916,0,920,6720
"Janata Raja Colony, Nashik",680000,3,2.5,2060,2551,2,1900,160,2001,0,2060,2936
"Deepali Nagar, Nashik",921000,3,2.25,2380,11200,1,2380,0,1963,0,2010,11200
"Bhor Town Ship, Nashik",319000,2,1,750,6380,1,750,0,1949,0,1690,6495
"Somwar Peth, Chandwad,Nashik",280000,3,1,1160,10881,1,920,240,1983,0,1280,10843
"Dhanlaxmi row house,Krishna Nagar, MIDC Ambad,Nashik",220000,3,1,1050,6300,1,1050,0,1942,0,740,6300
"Lamkhade Mala, Nashik",219000,3,1.5,1740,5200,1,1060,680,1977,0,1540,5200
"Bhujbal Knowledge City, Adgaon,Nashik",528000,4,2.75,2050,7171,1,1540,510,1988,0,1960,7110
"Adhav Nagar, Nashik Road,Nashik",405000,3,1.75,1980,8100,1,1310,670,1949,0,1450,8212
"Deepali Nagar, Nashik",372977,3,2.5,1690,1618,2,1150,540,2014,0,1690,1618
"Ambedkar Nagar, Chunchale,Nashik",934550,4,3.25,2320,5900,1.5,2320,0,1910,0,2320,6240
"Sagar Village, Nashik",1470000,3,1.5,2480,9900,2,2130,350,1940,0,2860,9288
"Makhmalabad, Nashik",975000,4,2.25,2290,5350,2,2120,170,1958,0,2910,5350
"Kalpataru Nagar, Nashik",800866,5,2.5,3180,13806,2,3180,0,1990,0,3180,13798
"Gandhi Nagar Airport Area, Deolali Gaon,Nashik",950000,7,3.5,3470,16264,2,3470,0,1980,0,3040,13500
"Makhmalabad, Nashik",624000,4,3,1540,4140,1.5,1540,0,1902,0,1460,5000
"Makhmalabad, Nashik",1850000,5,2.25,2800,8442,2,2800,0,1963,2001,3220,9156
"Kavnai village,Koknipura, Nashik",310000,3,1,1050,9876,1,1050,0,1953,0,1760,9403
"Saptashrungi Nagar, Kamatwade Gaon,Nashik",315000,3,1.75,1480,6800,1,1480,0,1968,0,1500,7900
"Samarth Nagar, Makhmalabad,Nashik",675000,3,2,1010,5973,1,1010,0,1942,0,1920,6015
"Ashwin Nagar, Nashik",490000,3,1.75,1660,8208,1,1660,0,1965,0,2210,11000
"Raviwar Karanja, Panchavati,Nashik",600000,5,2.25,2760,6350,1,1380,1380,1958,0,2060,6342
"Prabudha Nagar, Satpur,Nashik",154000,2,1,1040,20524,1,1040,0,1949,1989,1880,38996
"Nashik Road, Nashik",480000,4,1.75,2220,6500,2,2220,0,1964,0,2430,11600
"Kalachowki, Nashik",196900,3,1,1270,7500,1,1270,0,1954,0,1250,8000
"Cidco, Nashik",735000,3,3.25,2960,39370,2,2960,0,1989,0,2960,56628
"Pandavnagri, Mogal Nagar,Nashik",205500,3,2,1330,8748,1,1330,0,1986,0,1510,8584
"Gulmohar Vihar, Satpur,Nashik",357186,2,1.75,1210,1040,2,1210,0,2014,0,1210,1090
"Deolali Gaon, Nashik",275000,4,2.5,2120,6754,2,2120,0,1998,0,2120,6937
"Mhasrul Gaon, Nashik",248500,3,1.75,2090,12026,1,2090,0,1948,0,1700,9496
"MIDC, Satpur,Nashik",350000,3,2.5,2680,7836,2,2680,0,1990,2009,2340,8040
"Makhmalabad, Nashik",390000,4,2.75,1790,47250,1,1220,570,1987,0,1250,43791
"Prabhu Park ,Chetana Nagar, Rane Nagar,Nashik",390000,3,2.75,1950,12240,1,1250,700,1956,0,1880,12000
"Ojhar, Nashik",660000,5,2.25,3740,14913,1.5,3740,0,1979,0,2180,7600
"Gangapur, Nashik",310000,3,1.75,1140,8263,1,1140,0,1950,0,1140,6770
"Panchavati, Nashik",717000,3,2.5,2480,5137,2,2480,0,2000,0,2480,6023
"Panchavati, Nashik",260000,5,2.5,2580,11250,1,1410,1170,1964,0,2240,11780
"Savata Nagar, Nashik",745000,3,2,2290,5001,1,1490,800,1960,0,1230,5001
"Cidco,Lekha Nagar, Nashik",470000,4,2.5,2320,12042,1,1320,1000,1975,0,2160,7054
